id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"Ni on Pt111-137","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, AFM","-361.489318 eV",-361.48931773,"Formation / interface energy TBD","","269.297529 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 137; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/AFM/U0.0","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-138","Ni on Pt111","NiOOH_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root12_on_Pt111_root13","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-360.792843 eV",-360.79284285,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 138; original path: Ni_on_Pt111/NiOOH_root12_on_Pt111_root13/vdW-DF/AFM/U5.0","poscars/NiOOH_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-139","Ni on Pt111","NiOOH_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root12_on_Pt111_root13","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-359.508255 eV",-359.50825477,"Formation / interface energy TBD","","1.284588 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 139; original path: Ni_on_Pt111/NiOOH_root12_on_Pt111_root13/vdW-DF/AFM/U5.5","poscars/NiOOH_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-140","Ni on Pt111","NiOOH_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root12_on_Pt111_root13","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.7","-359.020129 eV",-359.02012907,"Formation / interface energy TBD","","1.772714 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 140; original path: Ni_on_Pt111/NiOOH_root12_on_Pt111_root13/vdW-DF/AFM/U5.7","poscars/NiOOH_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-141","Ni on Pt111","Ni_root31_on_Pt111_root27","Metal on metal surface","Ni","Pt","Pt(111)","Ni_root31_on_Pt111_root27","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-354.860843 eV",-354.860843,"Formation / interface energy TBD","","53.412758 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 141; original path: Ni_on_Pt111/Ni_root31_on_Pt111_root27/vdW-DF/FM/U3.0","poscars/Ni_root31_on_Pt111_root27.POSCAR"
"Ni on Pt111-142","Ni on Pt111","NiOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root13_on_Pt111_4x4","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-349.807830 eV",-349.8078297,"Formation / interface energy TBD","","414.238962 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 142; original path: Ni_on_Pt111/NiOOH_root13_on_Pt111_4x4/vdW-DF/AFM/U5.0/PREC_High/2ML_Pt","poscars/NiOOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-143","Ni on Pt111","NiO2H2_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO2H2","Pt","Pt(111)","NiO2H2_3x3_on_Pt111_root13","TBD","NiO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-348.268941 eV",-348.26894073,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 143; original path: Ni_on_Pt111/NiO2H2_3x3_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiO2H2_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-144","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4.5","-342.828791 eV",-342.82879096,"Formation / interface energy TBD","","287.958055 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 144; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U4.5/LASPH","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-145","Ni on Pt111","NiO2_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root13_on_Pt111_4x4","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-342.283185 eV",-342.28318542,"Formation / interface energy TBD","","33.199347 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 145; original path: Ni_on_Pt111/NiO2_root13_on_Pt111_4x4/vdW-DF/FM/U5.0","poscars/NiO2_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-146","Ni on Pt111","NiO2_2x2_on_Pt111_2x2","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_2x2_on_Pt111_2x2","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM","-341.535039 eV",-341.5350395,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 146; original path: Ni_on_Pt111/NiO2_2x2_on_Pt111_2x2/vdW-DF/FM/U0.0/CLS/Ni2p","poscars/NiO2_2x2_on_Pt111_2x2.POSCAR"
"Ni on Pt111-147","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-341.181075 eV",-341.18107462,"Formation / interface energy TBD","","289.605772 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 147; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.0/LASPH","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-148","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4.5","-341.178748 eV",-341.17874821,"Formation / interface energy TBD","","289.608098 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 148; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U4.5","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-149","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=4.5","-341.033563 eV",-341.03356303,"Formation / interface energy TBD","","289.753283 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 149; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/AFM/U4.5","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-150","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-339.481482 eV",-339.48148184,"Formation / interface energy TBD","","291.305364 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 150; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.0","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-151","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-339.462969 eV",-339.46296857,"Formation / interface energy TBD","","291.323878 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 151; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.0/shift_0.5x","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-152","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-339.457455 eV",-339.45745539,"Formation / interface energy TBD","","291.329391 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 152; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.0/shift_0.5y","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-153","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-339.419615 eV",-339.41961463,"Formation / interface energy TBD","","291.367232 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 153; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.0/PREC_High","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-154","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-339.349737 eV",-339.34973668,"Formation / interface energy TBD","","291.437110 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 154; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/AFM/U5.0","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-155","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5.5","-337.882659 eV",-337.88265906,"Formation / interface energy TBD","","292.904187 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 155; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.5","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-156","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-337.761174 eV",-337.76117379,"Formation / interface energy TBD","","293.025673 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 156; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/AFM/U5.5","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-157","Ni on Pt111","NiOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root13_on_Pt111_4x4","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5.7","-337.270325 eV",-337.27032489,"Formation / interface energy TBD","","293.516521 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 157; original path: Ni_on_Pt111/NiOH_root13_on_Pt111_4x4/vdW-DF/FM/U5.7","poscars/NiOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-158","Ni on Pt111","NiO_4x4_on_Pt111_root19","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_4x4_on_Pt111_root19","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-333.583513 eV",-333.58351287,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 158; original path: Ni_on_Pt111/NiO_4x4_on_Pt111_root19/vdW-DF/AFM/U5.0","poscars/NiO_4x4_on_Pt111_root19.POSCAR"
"Ni on Pt111-159","Ni on Pt111","NiO_4x4_on_Pt111_root19","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_4x4_on_Pt111_root19","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-332.698266 eV",-332.69826632,"Formation / interface energy TBD","","0.885247 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 159; original path: Ni_on_Pt111/NiO_4x4_on_Pt111_root19/vdW-DF/FM/U5.0","poscars/NiO_4x4_on_Pt111_root19.POSCAR"
"Ni on Pt111-160","Ni on Pt111","NiO_4x4_on_Pt111_root19","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_4x4_on_Pt111_root19","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-331.447994 eV",-331.44799383,"Formation / interface energy TBD","","2.135519 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 160; original path: Ni_on_Pt111/NiO_4x4_on_Pt111_root19/vdW-DF/AFM/U5.5","poscars/NiO_4x4_on_Pt111_root19.POSCAR"
"Ni on Pt111-161","Ni on Pt111","NiO_4x4_on_Pt111_root19","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_4x4_on_Pt111_root19","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM, U=5.5","-330.660829 eV",-330.66082946,"Formation / interface energy TBD","","2.922683 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 161; original path: Ni_on_Pt111/NiO_4x4_on_Pt111_root19/vdW-DF/FM/U5.5","poscars/NiO_4x4_on_Pt111_root19.POSCAR"
"Ni on Pt111-162","Ni on Pt111","NiO2_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root12_on_Pt111_root13","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM","-328.488795 eV",-328.48879511,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 162; original path: Ni_on_Pt111/NiO2_root12_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/NiO2_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-163","Ni on Pt111","NiO2_root27_on_Pt111_root28","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root27_on_Pt111_root28","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-321.975285 eV",-321.9752848,"Formation / interface energy TBD","","332.922946 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 163; original path: Ni_on_Pt111/NiO2_root27_on_Pt111_root28/vdW-DF/FM/U5.0/Pt","poscars/NiO2_root27_on_Pt111_root28.POSCAR"
"Ni on Pt111-164","Ni on Pt111","NiO_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root13_on_Pt111_4x4","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM","-308.292736 eV",-308.29273551,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 164; original path: Ni_on_Pt111/NiO_root13_on_Pt111_4x4/vdW-DF/FM/U0.0","poscars/NiO_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-165","Ni on Pt111","NiO_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root13_on_Pt111_4x4","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM","-308.287730 eV",-308.28772954,"Formation / interface energy TBD","","0.005006 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 165; original path: Ni_on_Pt111/NiO_root13_on_Pt111_4x4/vdW-DF/AFM/U0.0","poscars/NiO_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-166","Ni on Pt111","Ni_4x4_on_Pt111_root13","Metal on metal surface","Ni","Pt","Pt(111)","Ni_4x4_on_Pt111_root13","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM","-304.910968 eV",-304.91096795,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 166; original path: Ni_on_Pt111/Ni_4x4_on_Pt111_root13/PBE/FM/U0.0","poscars/Ni_4x4_on_Pt111_root13.POSCAR"
"Ni on Pt111-167","Ni on Pt111","NiO2_root27_on_Pt111_root28","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root27_on_Pt111_root28","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-300.176733 eV",-300.17673259,"Formation / interface energy TBD","","354.721499 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 167; original path: Ni_on_Pt111/NiO2_root27_on_Pt111_root28/vdW-DF/FM/U5.0/NiO2","poscars/NiO2_root27_on_Pt111_root28.POSCAR"
"Ni on Pt111-168","Ni on Pt111","NiO2_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root12_on_Pt111_root13","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-295.136984 eV",-295.13698433,"Formation / interface energy TBD","","33.351811 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 168; original path: Ni_on_Pt111/NiO2_root12_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiO2_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-169","Ni on Pt111","NiO2_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root12_on_Pt111_root13","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.7","-293.078057 eV",-293.07805717,"Formation / interface energy TBD","","35.410738 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 169; original path: Ni_on_Pt111/NiO2_root12_on_Pt111_root13/vdW-DF/AFM/U5.7","poscars/NiO2_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-170","Ni on Pt111","NiO2_root13_on_Pt111_root12","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root13_on_Pt111_root12","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-292.860878 eV",-292.86087767,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 170; original path: Ni_on_Pt111/NiO2_root13_on_Pt111_root12/vdW-DF/FM/U5.0","poscars/NiO2_root13_on_Pt111_root12.POSCAR"
"Ni on Pt111-171","Ni on Pt111","NiO2_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root12_on_Pt111_root13","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5.7","-292.245534 eV",-292.24553367,"Formation / interface energy TBD","","36.243261 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 171; original path: Ni_on_Pt111/NiO2_root12_on_Pt111_root13/vdW-DF/FM/U5.7","poscars/NiO2_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-172","Ni on Pt111","NiOH_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root12_on_Pt111_root13","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4.5","-291.968882 eV",-291.96888203,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 172; original path: Ni_on_Pt111/NiOH_root12_on_Pt111_root13/vdW-DF/FM/U4.5","poscars/NiOH_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-173","Ni on Pt111","NiOH_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root12_on_Pt111_root13","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-290.355715 eV",-290.35571548,"Formation / interface energy TBD","","1.613167 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 173; original path: Ni_on_Pt111/NiOH_root12_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiOH_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-174","Ni on Pt111","NiO_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root13_on_Pt111_4x4","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-278.968578 eV",-278.96857804,"Formation / interface energy TBD","","29.324157 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 174; original path: Ni_on_Pt111/NiO_root13_on_Pt111_4x4/vdW-DF/AFM/U5.0","poscars/NiO_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-175","Ni on Pt111","NiO_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root13_on_Pt111_4x4","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-278.830047 eV",-278.8300475,"Formation / interface energy TBD","","29.462688 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 175; original path: Ni_on_Pt111/NiO_root13_on_Pt111_4x4/vdW-DF/AFM/U5.0/PREC_High","poscars/NiO_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-176","Ni on Pt111","NiO_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root13_on_Pt111_4x4","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-277.354858 eV",-277.35485769,"Formation / interface energy TBD","","30.937878 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 176; original path: Ni_on_Pt111/NiO_root13_on_Pt111_4x4/vdW-DF/AFM/U5.5","poscars/NiO_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-177","Ni on Pt111","NiOOH_root13_on_Pt111_4x4","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root13_on_Pt111_4x4","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-276.364108 eV",-276.36410832,"Formation / interface energy TBD","","487.682683 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 177; original path: Ni_on_Pt111/NiOOH_root13_on_Pt111_4x4/vdW-DF/AFM/U5.0/PREC_High/1ML_Pt","poscars/NiOOH_root13_on_Pt111_4x4.POSCAR"
"Ni on Pt111-178","Ni on Pt111","Ni_root13_on_Pt111_root12","Metal on metal surface","Ni","Pt","Pt(111)","Ni_root13_on_Pt111_root12","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM","-270.606019 eV",-270.60601939,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 178; original path: Ni_on_Pt111/Ni_root13_on_Pt111_root12/PBE/FM/U0.0","poscars/Ni_root13_on_Pt111_root12.POSCAR"
